"","date","hits","keyword","geo","gprop","category","hits_backup","datetime"
"1231",2016-12-23 00:30:00,74.5829153605016,"ETH","world","web",0,63,2016-12-22
"1232",2016-12-24 00:30:00,54.4573667711599,"ETH","world","web",0,46,2016-12-23
"1233",2016-12-25 00:30:00,53.2735109717868,"ETH","world","web",0,45,2016-12-24
"1234",2016-12-26 00:30:00,49.7219435736677,"ETH","world","web",0,26,2016-12-25
"1235",2016-12-27 00:30:00,63.1086206896552,"ETH","world","web",0,33,2016-12-26
"1236",2016-12-28 00:30:00,61.1962382445141,"ETH","world","web",0,32,2016-12-27
"1237",2016-12-29 00:30:00,72.6705329153605,"ETH","world","web",0,38,2016-12-28
"1238",2016-12-30 00:30:00,57.371473354232,"ETH","world","web",0,30,2016-12-29
"1239",2016-12-31 00:30:00,36.3352664576802,"ETH","world","web",0,19,2016-12-30
"1240",2017-01-01 00:30:00,66.9333855799373,"ETH","world","web",0,35,2016-12-31
"1241",2017-01-02 00:30:00,74.5829153605015,"ETH","world","web",0,39,2017-01-01
"1242",2017-01-03 00:30:00,99.4438871473354,"ETH","world","web",0,52,2017-01-02
"1243",2017-01-04 00:30:00,99.4438871473354,"ETH","world","web",0,52,2017-01-03
"1244",2017-01-05 00:30:00,118.567711598746,"ETH","world","web",0,62,2017-01-04
"1245",2017-01-06 00:30:00,103.268652037618,"ETH","world","web",0,54,2017-01-05
"1246",2017-01-07 00:30:00,80.3200626959247,"ETH","world","web",0,42,2017-01-06
"1247",2017-01-08 00:30:00,65.0210031347962,"ETH","world","web",0,34,2017-01-07
"1248",2017-01-09 00:30:00,120.480094043887,"ETH","world","web",0,63,2017-01-08
"1249",2017-01-10 00:30:00,97.5315047021943,"ETH","world","web",0,51,2017-01-09
"1250",2017-01-11 00:30:00,103.268652037618,"ETH","world","web",0,54,2017-01-10
"1251",2017-01-12 00:30:00,87.969592476489,"ETH","world","web",0,46,2017-01-11
"1252",2017-01-13 00:30:00,87.969592476489,"ETH","world","web",0,46,2017-01-12
"1253",2017-01-14 00:30:00,76.4952978056426,"ETH","world","web",0,40,2017-01-13
"1254",2017-01-15 00:30:00,72.6705329153605,"ETH","world","web",0,38,2017-01-14
"1255",2017-01-16 00:30:00,97.5315047021943,"ETH","world","web",0,51,2017-01-15
"1256",2017-01-17 00:30:00,93.7067398119122,"ETH","world","web",0,49,2017-01-16
"1257",2017-01-18 00:30:00,95.6191222570533,"ETH","world","web",0,50,2017-01-17
"1258",2017-01-19 00:30:00,118.567711598746,"ETH","world","web",0,62,2017-01-18
"1259",2017-01-20 00:30:00,105.181034482759,"ETH","world","web",0,55,2017-01-19
"1260",2017-01-21 00:30:00,61.1962382445141,"ETH","world","web",0,32,2017-01-20
"1261",2017-01-22 00:30:00,68.8457680250784,"ETH","world","web",0,36,2017-01-21
"1262",2017-01-23 00:30:00,110.918181818182,"ETH","world","web",0,58,2017-01-22
"1263",2017-01-24 00:30:00,99.4438871473354,"ETH","world","web",0,52,2017-01-23
"1264",2017-01-25 00:30:00,101.356269592476,"ETH","world","web",0,53,2017-01-24
"1265",2017-01-26 00:30:00,78.4076802507837,"ETH","world","web",0,41,2017-01-25
"1266",2017-01-27 00:30:00,80.3200626959247,"ETH","world","web",0,42,2017-01-26
"1267",2017-01-28 00:30:00,68.8457680250784,"ETH","world","web",0,36,2017-01-27
"1268",2017-01-29 00:30:00,74.5829153605015,"ETH","world","web",0,39,2017-01-28
"1269",2017-01-30 00:30:00,91.7943573667711,"ETH","world","web",0,48,2017-01-29
"1270",2017-01-31 00:30:00,105.181034482759,"ETH","world","web",0,55,2017-01-30
"1271",2017-02-01 00:30:00,107.0934169279,"ETH","world","web",0,56,2017-01-31
"1272",2017-02-02 00:30:00,107.0934169279,"ETH","world","web",0,56,2017-02-01
"1273",2017-02-03 00:30:00,89.8819749216301,"ETH","world","web",0,47,2017-02-02
"1274",2017-02-04 00:30:00,61.1962382445141,"ETH","world","web",0,32,2017-02-03
"1275",2017-02-05 00:30:00,78.4076802507837,"ETH","world","web",0,41,2017-02-04
"1276",2017-02-06 00:30:00,105.181034482759,"ETH","world","web",0,55,2017-02-05
"1277",2017-02-07 00:30:00,99.4438871473354,"ETH","world","web",0,52,2017-02-06
"1278",2017-02-08 00:30:00,99.4438871473354,"ETH","world","web",0,52,2017-02-07
"1279",2017-02-09 00:30:00,107.0934169279,"ETH","world","web",0,56,2017-02-08
"1280",2017-02-10 00:30:00,95.6191222570533,"ETH","world","web",0,50,2017-02-09
"1281",2017-02-11 00:30:00,66.9333855799373,"ETH","world","web",0,35,2017-02-10
"1282",2017-02-12 00:30:00,72.6705329153605,"ETH","world","web",0,38,2017-02-11
"1283",2017-02-13 00:30:00,114.742946708464,"ETH","world","web",0,60,2017-02-12
"1284",2017-02-14 00:30:00,93.7067398119122,"ETH","world","web",0,49,2017-02-13
"1285",2017-02-15 00:30:00,110.918181818182,"ETH","world","web",0,58,2017-02-14
"1286",2017-02-16 00:30:00,116.655329153605,"ETH","world","web",0,61,2017-02-15
"1287",2017-02-17 00:30:00,84.1448275862069,"ETH","world","web",0,44,2017-02-16
"1288",2017-02-18 00:30:00,72.6705329153605,"ETH","world","web",0,38,2017-02-17
"1289",2017-02-19 00:30:00,74.5829153605015,"ETH","world","web",0,39,2017-02-18
"1290",2017-02-20 00:30:00,130.042006269592,"ETH","world","web",0,68,2017-02-19
"1291",2017-02-21 00:30:00,135.779153605016,"ETH","world","web",0,71,2017-02-20
"1292",2017-02-22 00:30:00,122.392476489028,"ETH","world","web",0,64,2017-02-21
"1293",2017-02-23 00:30:00,112.830564263323,"ETH","world","web",0,59,2017-02-22
"1294",2017-02-24 00:30:00,97.5315047021943,"ETH","world","web",0,51,2017-02-23
"1295",2017-02-25 00:30:00,82.2324451410658,"ETH","world","web",0,43,2017-02-24
"1296",2017-02-26 00:30:00,84.1448275862069,"ETH","world","web",0,44,2017-02-25
"1297",2017-02-27 00:30:00,152.990595611285,"ETH","world","web",0,80,2017-02-26
"1298",2017-02-28 00:30:00,143.42868338558,"ETH","world","web",0,75,2017-02-27
"1299",2017-03-01 00:30:00,143.42868338558,"ETH","world","web",0,75,2017-02-28
"1300",2017-03-02 00:30:00,147.253448275862,"ETH","world","web",0,77,2017-03-01
"1301",2017-03-03 00:30:00,160.640125391849,"ETH","world","web",0,84,2017-03-02
"1302",2017-03-04 00:30:00,91.7943573667711,"ETH","world","web",0,48,2017-03-03
"1303",2017-03-05 00:30:00,101.356269592476,"ETH","world","web",0,53,2017-03-04
"1304",2017-03-06 00:30:00,151.078213166144,"ETH","world","web",0,79,2017-03-05
"1305",2017-03-07 00:30:00,120.480094043887,"ETH","world","web",0,63,2017-03-06
"1306",2017-03-08 00:30:00,130.042006269592,"ETH","world","web",0,68,2017-03-07
"1307",2017-03-09 00:30:00,114.742946708464,"ETH","world","web",0,60,2017-03-08
"1308",2017-03-10 00:30:00,101.356269592476,"ETH","world","web",0,53,2017-03-09
"1309",2017-03-11 00:30:00,86.0572100313479,"ETH","world","web",0,45,2017-03-10
"1310",2017-03-12 00:30:00,86.0572100313479,"ETH","world","web",0,45,2017-03-11
"1311",2017-03-13 00:30:00,164.464890282132,"ETH","world","web",0,86,2017-03-12
"1312",2017-03-14 00:30:00,139.603918495298,"ETH","world","web",0,73,2017-03-13
"1313",2017-03-15 00:30:00,162.552507836991,"ETH","world","web",0,85,2017-03-14
"1314",2017-03-16 00:30:00,191.238244514107,"ETH","world","web",0,100,2017-03-15
"1315",2017-03-17 00:30:00,189.325862068965,"ETH","world","web",0,99,2017-03-16
"1316",2017-03-18 00:30:00,143.42868338558,"ETH","world","web",0,75,2017-03-17
"1317",2017-03-19 00:30:00,133.866771159875,"ETH","world","web",0,70,2017-03-18
"1318",2017-03-20 00:30:00,172.114420062696,"ETH","world","web",0,90,2017-03-19
"1319",2017-03-21 00:30:00,141.516300940439,"ETH","world","web",0,74,2017-03-20
"1320",2017-03-22 00:30:00,141.516300940439,"ETH","world","web",0,74,2017-03-21
"1321",2017-03-23 00:30:00,145.341065830721,"ETH","world","web",0,76,2017-03-22
"1322",2017-03-24 00:30:00,120.480094043887,"ETH","world","web",0,63,2017-03-23
"1323",2017-03-25 00:30:00,103.268652037618,"ETH","world","web",0,54,2017-03-24
"1324",2017-03-26 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-03-25
"1325",2017-03-27 00:30:00,142.181477443097,"ETH","world","web",0,30,2017-03-26
"1326",2017-03-28 00:30:00,137.44209486166,"ETH","world","web",0,29,2017-03-27
"1327",2017-03-29 00:30:00,142.181477443097,"ETH","world","web",0,30,2017-03-28
"1328",2017-03-30 00:30:00,118.484564535914,"ETH","world","web",0,25,2017-03-29
"1329",2017-03-31 00:30:00,132.702712280223,"ETH","world","web",0,28,2017-03-30
"1330",2017-04-01 00:30:00,94.7876516287311,"ETH","world","web",0,20,2017-03-31
"1331",2017-04-02 00:30:00,75.8301213029848,"ETH","world","web",0,16,2017-04-01
"1332",2017-04-03 00:30:00,123.22394711735,"ETH","world","web",0,26,2017-04-02
"1333",2017-04-04 00:30:00,127.963329698787,"ETH","world","web",0,27,2017-04-03
"1334",2017-04-05 00:30:00,127.963329698787,"ETH","world","web",0,27,2017-04-04
"1335",2017-04-06 00:30:00,132.702712280223,"ETH","world","web",0,28,2017-04-05
"1336",2017-04-07 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-04-06
"1337",2017-04-08 00:30:00,90.0482690472945,"ETH","world","web",0,19,2017-04-07
"1338",2017-04-09 00:30:00,75.8301213029848,"ETH","world","web",0,16,2017-04-08
"1339",2017-04-10 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-04-09
"1340",2017-04-11 00:30:00,99.5270342101676,"ETH","world","web",0,21,2017-04-10
"1341",2017-04-12 00:30:00,113.745181954477,"ETH","world","web",0,24,2017-04-11
"1342",2017-04-13 00:30:00,123.22394711735,"ETH","world","web",0,26,2017-04-12
"1343",2017-04-14 00:30:00,66.3513561401117,"ETH","world","web",0,14,2017-04-13
"1344",2017-04-15 00:30:00,80.5695038844214,"ETH","world","web",0,17,2017-04-14
"1345",2017-04-16 00:30:00,56.8725909772386,"ETH","world","web",0,12,2017-04-15
"1346",2017-04-17 00:30:00,80.5695038844214,"ETH","world","web",0,17,2017-04-16
"1347",2017-04-18 00:30:00,104.266416791604,"ETH","world","web",0,22,2017-04-17
"1348",2017-04-19 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-04-18
"1349",2017-04-20 00:30:00,118.484564535914,"ETH","world","web",0,25,2017-04-19
"1350",2017-04-21 00:30:00,94.7876516287311,"ETH","world","web",0,20,2017-04-20
"1351",2017-04-22 00:30:00,75.8301213029848,"ETH","world","web",0,16,2017-04-21
"1352",2017-04-23 00:30:00,80.5695038844214,"ETH","world","web",0,17,2017-04-22
"1353",2017-04-24 00:30:00,94.7876516287311,"ETH","world","web",0,20,2017-04-23
"1354",2017-04-25 00:30:00,90.0482690472945,"ETH","world","web",0,19,2017-04-24
"1355",2017-04-26 00:30:00,123.22394711735,"ETH","world","web",0,26,2017-04-25
"1356",2017-04-27 00:30:00,137.44209486166,"ETH","world","web",0,29,2017-04-26
"1357",2017-04-28 00:30:00,165.878390350279,"ETH","world","web",0,35,2017-04-27
"1358",2017-04-29 00:30:00,113.745181954477,"ETH","world","web",0,24,2017-04-28
"1359",2017-04-30 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-04-29
"1360",2017-05-01 00:30:00,189.575303257462,"ETH","world","web",0,40,2017-04-30
"1361",2017-05-02 00:30:00,146.920860024533,"ETH","world","web",0,31,2017-05-01
"1362",2017-05-03 00:30:00,137.44209486166,"ETH","world","web",0,29,2017-05-02
"1363",2017-05-04 00:30:00,170.617772931716,"ETH","world","web",0,36,2017-05-03
"1364",2017-05-05 00:30:00,189.575303257462,"ETH","world","web",0,40,2017-05-04
"1365",2017-05-06 00:30:00,118.484564535914,"ETH","world","web",0,25,2017-05-05
"1366",2017-05-07 00:30:00,113.745181954477,"ETH","world","web",0,24,2017-05-06
"1367",2017-05-08 00:30:00,175.357155513152,"ETH","world","web",0,37,2017-05-07
"1368",2017-05-09 00:30:00,165.878390350279,"ETH","world","web",0,35,2017-05-08
"1369",2017-05-10 00:30:00,137.44209486166,"ETH","world","web",0,29,2017-05-09
"1370",2017-05-11 00:30:00,146.920860024533,"ETH","world","web",0,31,2017-05-10
"1371",2017-05-12 00:30:00,146.920860024533,"ETH","world","web",0,31,2017-05-11
"1372",2017-05-13 00:30:00,109.005799373041,"ETH","world","web",0,23,2017-05-12
"1373",2017-05-14 00:30:00,90.0482690472945,"ETH","world","web",0,19,2017-05-13
"1374",2017-05-15 00:30:00,127.963329698787,"ETH","world","web",0,27,2017-05-14
"1375",2017-05-16 00:30:00,123.22394711735,"ETH","world","web",0,26,2017-05-15
"1376",2017-05-17 00:30:00,142.181477443097,"ETH","world","web",0,30,2017-05-16
"1377",2017-05-18 00:30:00,142.181477443097,"ETH","world","web",0,30,2017-05-17
"1378",2017-05-19 00:30:00,180.096538094589,"ETH","world","web",0,38,2017-05-18
"1379",2017-05-20 00:30:00,137.44209486166,"ETH","world","web",0,29,2017-05-19
"1380",2017-05-21 00:30:00,170.617772931716,"ETH","world","web",0,36,2017-05-20
"1381",2017-05-22 00:30:00,350.714311026305,"ETH","world","web",0,74,2017-05-21
"1382",2017-05-23 00:30:00,241.708511653264,"ETH","world","web",0,51,2017-05-22
"1383",2017-05-24 00:30:00,274.88418972332,"ETH","world","web",0,58,2017-05-23
"1384",2017-05-25 00:30:00,327.017398119122,"ETH","world","web",0,69,2017-05-24
"1385",2017-05-26 00:30:00,236.969129071828,"ETH","world","web",0,50,2017-05-25
"1386",2017-05-27 00:30:00,213.272216164645,"ETH","world","web",0,45,2017-05-26
"1387",2017-05-28 00:30:00,203.793451001772,"ETH","world","web",0,43,2017-05-27
"1388",2017-05-29 00:30:00,189.575303257462,"ETH","world","web",0,40,2017-05-28
"1389",2017-05-30 00:30:00,308.059867793376,"ETH","world","web",0,65,2017-05-29
"1390",2017-05-31 00:30:00,293.841720049066,"ETH","world","web",0,62,2017-05-30
"1391",2017-06-01 00:30:00,255.926659397574,"ETH","world","web",0,54,2017-05-31
"1392",2017-06-02 00:30:00,213.272216164645,"ETH","world","web",0,45,2017-06-01
"1393",2017-06-03 00:30:00,189.575303257462,"ETH","world","web",0,40,2017-06-02
"1394",2017-06-04 00:30:00,189.575303257462,"ETH","world","web",0,40,2017-06-03
"1395",2017-06-05 00:30:00,222.750981327518,"ETH","world","web",0,47,2017-06-04
"1396",2017-06-06 00:30:00,255.926659397574,"ETH","world","web",0,54,2017-06-05
"1397",2017-06-07 00:30:00,241.708511653264,"ETH","world","web",0,51,2017-06-06
"1398",2017-06-08 00:30:00,227.490363908955,"ETH","world","web",0,48,2017-06-07
"1399",2017-06-09 00:30:00,246.447894234701,"ETH","world","web",0,52,2017-06-08
"1400",2017-06-10 00:30:00,298.581102630503,"ETH","world","web",0,63,2017-06-09
"1401",2017-06-11 00:30:00,322.278015537686,"ETH","world","web",0,68,2017-06-10
"1402",2017-06-12 00:30:00,473.938258143655,"ETH","world","web",0,100,2017-06-11
"1403",2017-06-13 00:30:00,402.847519422107,"ETH","world","web",0,85,2017-06-12
"1404",2017-06-14 00:30:00,360.193076189178,"ETH","world","web",0,76,2017-06-13
"1405",2017-06-15 00:30:00,398.10813684067,"ETH","world","web",0,84,2017-06-14
"1406",2017-06-16 00:30:00,303.320485211939,"ETH","world","web",0,64,2017-06-15
"1407",2017-06-17 00:30:00,270.144807141884,"ETH","world","web",0,57,2017-06-16
"1408",2017-06-18 00:30:00,246.447894234701,"ETH","world","web",0,52,2017-06-17
"1409",2017-06-19 00:30:00,289.10233746763,"ETH","world","web",0,61,2017-06-18
"1410",2017-06-20 00:30:00,293.841720049066,"ETH","world","web",0,62,2017-06-19
"1411",2017-06-21 00:30:00,407.586902003544,"ETH","world","web",0,86,2017-06-20
"1412",2017-06-22 00:30:00,355.453693607741,"ETH","world","web",0,75,2017-06-21
"1413",2017-06-23 00:30:00,293.841720049066,"ETH","world","web",0,62,2017-06-22
"1414",2017-06-24 00:30:00,236.969129071828,"ETH","world","web",0,54,2017-06-23
"1415",2017-06-25 00:30:00,263.299032302031,"ETH","world","web",0,60,2017-06-24
"1416",2017-06-26 00:30:00,438.831720503385,"ETH","world","web",0,100,2017-06-25
"1417",2017-06-27 00:30:00,359.842010812775,"ETH","world","web",0,82,2017-06-26
"1418",2017-06-28 00:30:00,285.2406183272,"ETH","world","web",0,65,2017-06-27
"1419",2017-06-29 00:30:00,289.628935532234,"ETH","world","web",0,66,2017-06-28
"1420",2017-06-30 00:30:00,219.415860251692,"ETH","world","web",0,50,2017-06-29
"1421",2017-07-01 00:30:00,206.250908636591,"ETH","world","web",0,47,2017-06-30
"1422",2017-07-02 00:30:00,188.697639816455,"ETH","world","web",0,43,2017-07-01
"1423",2017-07-03 00:30:00,236.969129071828,"ETH","world","web",0,54,2017-07-02
"1424",2017-07-04 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-07-03
"1425",2017-07-05 00:30:00,201.862591431557,"ETH","world","web",0,46,2017-07-04
"1426",2017-07-06 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-07-05
"1427",2017-07-07 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-07-06
"1428",2017-07-08 00:30:00,175.532688201354,"ETH","world","web",0,40,2017-07-07
"1429",2017-07-09 00:30:00,175.532688201354,"ETH","world","web",0,40,2017-07-08
"1430",2017-07-10 00:30:00,250.134080686929,"ETH","world","web",0,57,2017-07-09
"1431",2017-07-11 00:30:00,285.2406183272,"ETH","world","web",0,65,2017-07-10
"1432",2017-07-12 00:30:00,236.969129071828,"ETH","world","web",0,54,2017-07-11
"1433",2017-07-13 00:30:00,236.969129071828,"ETH","world","web",0,54,2017-07-12
"1434",2017-07-14 00:30:00,215.027543046658,"ETH","world","web",0,49,2017-07-13
"1435",2017-07-15 00:30:00,171.14437099632,"ETH","world","web",0,39,2017-07-14
"1436",2017-07-16 00:30:00,254.522397891963,"ETH","world","web",0,58,2017-07-15
"1437",2017-07-17 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-07-16
"1438",2017-07-18 00:30:00,263.299032302031,"ETH","world","web",0,60,2017-07-17
"1439",2017-07-19 00:30:00,254.522397891963,"ETH","world","web",0,58,2017-07-18
"1440",2017-07-20 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-07-19
"1441",2017-07-21 00:30:00,215.027543046658,"ETH","world","web",0,49,2017-07-20
"1442",2017-07-22 00:30:00,162.367736586252,"ETH","world","web",0,37,2017-07-21
"1443",2017-07-23 00:30:00,136.037833356049,"ETH","world","web",0,31,2017-07-22
"1444",2017-07-24 00:30:00,166.756053791286,"ETH","world","web",0,38,2017-07-23
"1445",2017-07-25 00:30:00,201.862591431557,"ETH","world","web",0,46,2017-07-24
"1446",2017-07-26 00:30:00,184.309322611422,"ETH","world","web",0,42,2017-07-25
"1447",2017-07-27 00:30:00,162.367736586252,"ETH","world","web",0,37,2017-07-26
"1448",2017-07-28 00:30:00,153.591102176185,"ETH","world","web",0,35,2017-07-27
"1449",2017-07-29 00:30:00,140.426150561083,"ETH","world","web",0,32,2017-07-28
"1450",2017-07-30 00:30:00,140.426150561083,"ETH","world","web",0,32,2017-07-29
"1451",2017-07-31 00:30:00,184.309322611422,"ETH","world","web",0,42,2017-07-30
"1452",2017-08-01 00:30:00,201.862591431557,"ETH","world","web",0,46,2017-07-31
"1453",2017-08-02 00:30:00,193.085957021489,"ETH","world","web",0,44,2017-08-01
"1454",2017-08-03 00:30:00,153.591102176185,"ETH","world","web",0,35,2017-08-02
"1455",2017-08-04 00:30:00,144.814467766117,"ETH","world","web",0,33,2017-08-03
"1456",2017-08-05 00:30:00,175.532688201354,"ETH","world","web",0,40,2017-08-04
"1457",2017-08-06 00:30:00,188.697639816455,"ETH","world","web",0,43,2017-08-05
"1458",2017-08-07 00:30:00,223.804177456726,"ETH","world","web",0,51,2017-08-06
"1459",2017-08-08 00:30:00,219.415860251692,"ETH","world","web",0,50,2017-08-07
"1460",2017-08-09 00:30:00,215.027543046658,"ETH","world","web",0,49,2017-08-08
"1461",2017-08-10 00:30:00,206.250908636591,"ETH","world","web",0,47,2017-08-09
"1462",2017-08-11 00:30:00,206.250908636591,"ETH","world","web",0,47,2017-08-10
"1463",2017-08-12 00:30:00,179.921005406388,"ETH","world","web",0,41,2017-08-11
"1464",2017-08-13 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-08-12
"1465",2017-08-14 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-08-13
"1466",2017-08-15 00:30:00,188.697639816455,"ETH","world","web",0,43,2017-08-14
"1467",2017-08-16 00:30:00,193.085957021489,"ETH","world","web",0,44,2017-08-15
"1468",2017-08-17 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-08-16
"1469",2017-08-18 00:30:00,210.639225841625,"ETH","world","web",0,48,2017-08-17
"1470",2017-08-19 00:30:00,175.532688201354,"ETH","world","web",0,40,2017-08-18
"1471",2017-08-20 00:30:00,157.979419381218,"ETH","world","web",0,36,2017-08-19
"1472",2017-08-21 00:30:00,228.19249466176,"ETH","world","web",0,52,2017-08-20
"1473",2017-08-22 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-08-21
"1474",2017-08-23 00:30:00,193.085957021489,"ETH","world","web",0,44,2017-08-22
"1475",2017-08-24 00:30:00,171.14437099632,"ETH","world","web",0,39,2017-08-23
"1476",2017-08-25 00:30:00,179.921005406388,"ETH","world","web",0,41,2017-08-24
"1477",2017-08-26 00:30:00,157.979419381218,"ETH","world","web",0,36,2017-08-25
"1478",2017-08-27 00:30:00,153.591102176185,"ETH","world","web",0,35,2017-08-26
"1479",2017-08-28 00:30:00,206.250908636591,"ETH","world","web",0,47,2017-08-27
"1480",2017-08-29 00:30:00,258.910715096997,"ETH","world","web",0,59,2017-08-28
"1481",2017-08-30 00:30:00,250.134080686929,"ETH","world","web",0,57,2017-08-29
"1482",2017-08-31 00:30:00,250.134080686929,"ETH","world","web",0,57,2017-08-30
"1483",2017-09-01 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-08-31
"1484",2017-09-02 00:30:00,219.415860251692,"ETH","world","web",0,50,2017-09-01
"1485",2017-09-03 00:30:00,175.532688201354,"ETH","world","web",0,40,2017-09-02
"1486",2017-09-04 00:30:00,272.075666712098,"ETH","world","web",0,62,2017-09-03
"1487",2017-09-05 00:30:00,241.357446276862,"ETH","world","web",0,55,2017-09-04
"1488",2017-09-06 00:30:00,236.969129071828,"ETH","world","web",0,54,2017-09-05
"1489",2017-09-07 00:30:00,210.639225841625,"ETH","world","web",0,48,2017-09-06
"1490",2017-09-08 00:30:00,210.639225841625,"ETH","world","web",0,48,2017-09-07
"1491",2017-09-09 00:30:00,149.202784971151,"ETH","world","web",0,34,2017-09-08
"1492",2017-09-10 00:30:00,162.367736586252,"ETH","world","web",0,37,2017-09-09
"1493",2017-09-11 00:30:00,215.027543046658,"ETH","world","web",0,49,2017-09-10
"1494",2017-09-12 00:30:00,179.921005406388,"ETH","world","web",0,41,2017-09-11
"1495",2017-09-13 00:30:00,215.027543046658,"ETH","world","web",0,49,2017-09-12
"1496",2017-09-14 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-09-13
"1497",2017-09-15 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-09-14
"1498",2017-09-16 00:30:00,171.14437099632,"ETH","world","web",0,39,2017-09-15
"1499",2017-09-17 00:30:00,144.814467766117,"ETH","world","web",0,33,2017-09-16
"1500",2017-09-18 00:30:00,201.862591431557,"ETH","world","web",0,46,2017-09-17
"1501",2017-09-19 00:30:00,232.580811866794,"ETH","world","web",0,53,2017-09-18
"1502",2017-09-20 00:30:00,206.250908636591,"ETH","world","web",0,47,2017-09-19
"1503",2017-09-21 00:30:00,197.474274226523,"ETH","world","web",0,45,2017-09-20
"1504",2017-09-22 00:30:00,179.921005406388,"ETH","world","web",0,30,2017-09-21
"1505",2017-09-23 00:30:00,125.944703784471,"ETH","world","web",0,21,2017-09-22
"1506",2017-09-24 00:30:00,161.928904865749,"ETH","world","web",0,27,2017-09-23
"1507",2017-09-25 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-09-24
"1508",2017-09-26 00:30:00,167.926271712629,"ETH","world","web",0,28,2017-09-25
"1509",2017-09-27 00:30:00,191.915739100147,"ETH","world","web",0,32,2017-09-26
"1510",2017-09-28 00:30:00,203.910472793906,"ETH","world","web",0,34,2017-09-27
"1511",2017-09-29 00:30:00,173.923638559508,"ETH","world","web",0,29,2017-09-28
"1512",2017-09-30 00:30:00,131.942070631351,"ETH","world","web",0,22,2017-09-29
"1513",2017-10-01 00:30:00,131.942070631351,"ETH","world","web",0,22,2017-09-30
"1514",2017-10-02 00:30:00,167.926271712629,"ETH","world","web",0,28,2017-10-01
"1515",2017-10-03 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-10-02
"1516",2017-10-04 00:30:00,179.921005406388,"ETH","world","web",0,30,2017-10-03
"1517",2017-10-05 00:30:00,155.931538018869,"ETH","world","web",0,26,2017-10-04
"1518",2017-10-06 00:30:00,167.926271712629,"ETH","world","web",0,28,2017-10-05
"1519",2017-10-07 00:30:00,125.944703784471,"ETH","world","web",0,21,2017-10-06
"1520",2017-10-08 00:30:00,131.942070631351,"ETH","world","web",0,22,2017-10-07
"1521",2017-10-09 00:30:00,173.923638559508,"ETH","world","web",0,29,2017-10-08
"1522",2017-10-10 00:30:00,173.923638559508,"ETH","world","web",0,29,2017-10-09
"1523",2017-10-11 00:30:00,161.928904865749,"ETH","world","web",0,27,2017-10-10
"1524",2017-10-12 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-10-11
"1525",2017-10-13 00:30:00,221.902573334545,"ETH","world","web",0,37,2017-10-12
"1526",2017-10-14 00:30:00,155.931538018869,"ETH","world","web",0,26,2017-10-13
"1527",2017-10-15 00:30:00,179.921005406388,"ETH","world","web",0,30,2017-10-14
"1528",2017-10-16 00:30:00,239.894673875184,"ETH","world","web",0,40,2017-10-15
"1529",2017-10-17 00:30:00,191.915739100147,"ETH","world","web",0,32,2017-10-16
"1530",2017-10-18 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-10-17
"1531",2017-10-19 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-10-18
"1532",2017-10-20 00:30:00,185.918372253267,"ETH","world","web",0,31,2017-10-19
"1533",2017-10-21 00:30:00,149.93417117199,"ETH","world","web",0,25,2017-10-20
"1534",2017-10-22 00:30:00,161.928904865749,"ETH","world","web",0,27,2017-10-21
"1535",2017-10-23 00:30:00,215.905206487665,"ETH","world","web",0,36,2017-10-22
"1536",2017-10-24 00:30:00,209.907839640786,"ETH","world","web",0,35,2017-10-23
"1537",2017-10-25 00:30:00,209.907839640786,"ETH","world","web",0,35,2017-10-24
"1538",2017-10-26 00:30:00,191.915739100147,"ETH","world","web",0,32,2017-10-25
"1539",2017-10-27 00:30:00,173.923638559508,"ETH","world","web",0,29,2017-10-26
"1540",2017-10-28 00:30:00,131.942070631351,"ETH","world","web",0,22,2017-10-27
"1541",2017-10-29 00:30:00,161.928904865749,"ETH","world","web",0,27,2017-10-28
"1542",2017-10-30 00:30:00,197.913105947026,"ETH","world","web",0,33,2017-10-29
"1543",2017-10-31 00:30:00,197.913105947026,"ETH","world","web",0,33,2017-10-30
"1544",2017-11-01 00:30:00,221.902573334545,"ETH","world","web",0,37,2017-10-31
"1545",2017-11-02 00:30:00,245.892040722063,"ETH","world","web",0,41,2017-11-01
"1546",2017-11-03 00:30:00,197.913105947026,"ETH","world","web",0,33,2017-11-02
